Region,Country,Item Type
Europe,Italy,Meat
Sub-Saharan Africa,Sierra Leone,Cereal
Sub-Saharan Africa,Swaziland,Fruits
Europe,Luxembourg,Office Supplies
Sub-Saharan Africa,Malawi,Cosmetics
Europe,Belgium,Clothes
Central America and the Caribbean,Antigua and Barbuda ,Meat
Asia,Mongolia,Household
Sub-Saharan Africa,Mauritius ,Vegetables
Central America and the Caribbean,The Bahamas,Personal Care
Europe,Ukraine,Office Supplies
Sub-Saharan Africa,Kenya,Clothes
Sub-Saharan Africa,Niger,Vegetables
Asia,North Korea,Beverages
Middle East and North Africa,Jordan,Fruits
Sub-Saharan Africa,Zimbabwe,Snacks
Middle East and North Africa,United Arab Emirates,Fruits
Middle East and North Africa,Iran,Snacks
Australia and Oceania,Samoa ,Cereal
Sub-Saharan Africa,Sudan,Cosmetics
Europe,Switzerland,Office Supplies
Europe,Finland,Household
Europe,Armenia,Vegetables
Asia,Singapore,Cereal
Australia and Oceania,Samoa ,Beverages
Australia and Oceania,Palau,Household
Europe,Ukraine,Baby Food
Australia and Oceania,Samoa ,Household
Asia,Malaysia,Cereal
Europe,Montenegro,Beverages
Asia,Maldives,Meat
Sub-Saharan Africa,Uganda,Cereal
Middle East and North Africa,Libya,Cosmetics
Middle East and North Africa,Iran,Household
Europe,Ireland,Beverages
Europe,Belgium,Clothes
Sub-Saharan Africa,Kenya,Fruits
Central America and the Caribbean,Cuba,Fruits
Sub-Saharan Africa,Namibia,Meat
Central America and the Caribbean,Barbados,Clothes
Middle East and North Africa,Lebanon,Household
Asia,South Korea,Clothes
Sub-Saharan Africa,Namibia,Personal Care
Asia,Sri Lanka,Vegetables
Sub-Saharan Africa,Sudan,Household
Asia,Cambodia,Meat
Sub-Saharan Africa,Lesotho,Cosmetics
Europe,Estonia,Clothes
Middle East and North Africa,Oman,Fruits
Sub-Saharan Africa,Sierra Leone,Personal Care
Asia,Singapore,Household
Central America and the Caribbean,Trinidad and Tobago,Cosmetics
Central America and the Caribbean,Jamaica,Beverages
Asia,Bhutan,Vegetables
Middle East and North Africa,Jordan,Fruits
Europe,Romania,Snacks
Europe,Spain,Household
Sub-Saharan Africa,Rwanda,Beverages
Europe,Portugal,Baby Food
Middle East and North Africa,Israel,Beverages
Middle East and North Africa,Turkey,Snacks
Sub-Saharan Africa,Liberia,Household
Europe,Bosnia and Herzegovina,Vegetables
Middle East and North Africa,Libya,Clothes
Europe,Belarus,Personal Care
Middle East and North Africa,Syria,Personal Care
Asia,Vietnam,Office Supplies
Australia and Oceania,Federated States of Micronesia,Office Supplies
Asia,India,Cosmetics
Central America and the Caribbean,Jamaica,Cereal
Europe,Iceland,Vegetables
Sub-Saharan Africa,Mauritania,Cosmetics
Sub-Saharan Africa,Senegal,Snacks
Europe,Cyprus,Fruits
Europe,Lithuania,Meat
Middle East and North Africa,Lebanon,Vegetables
Middle East and North Africa,Jordan,Clothes
Sub-Saharan Africa,Gabon,Vegetables
Central America and the Caribbean,Saint Lucia,Beverages
Europe,Vatican City,Baby Food
Europe,Montenegro,Cereal
Europe,Cyprus,Household
Europe,Spain,Baby Food
Middle East and North Africa,Israel,Office Supplies
Asia,Bangladesh,Cosmetics
Europe,Moldova ,Vegetables
Europe,Hungary,Beverages
Central America and the Caribbean,El Salvador,Beverages
Europe,Armenia,Cosmetics
Europe,Slovakia,Personal Care
Sub-Saharan Africa,Benin,Snacks
Middle East and North Africa,Azerbaijan,Meat
Sub-Saharan Africa,Central African Republic,Vegetables
Sub-Saharan Africa,Uganda,Household
Sub-Saharan Africa,Malawi,Baby Food
Europe,Armenia,Personal Care
Central America and the Caribbean,Saint Lucia,Snacks
Asia,Mongolia,Clothes
Middle East and North Africa,Egypt,Household
Europe,Hungary,Vegetables
North America,Greenland,Beverages
Europe,Moldova ,Cosmetics
Middle East and North Africa,Iraq,Beverages
Sub-Saharan Africa,Mozambique,Beverages
Sub-Saharan Africa,Guinea-Bissau,Clothes
Europe,Georgia,Baby Food
Middle East and North Africa,Tunisia ,Cosmetics
Asia,Kyrgyzstan,Personal Care
Sub-Saharan Africa,Guinea,Household
Middle East and North Africa,Tunisia ,Meat
Sub-Saharan Africa,Guinea,Meat
Europe,San Marino,Meat
Australia and Oceania,East Timor,Clothes
North America,Mexico,Baby Food
Middle East and North Africa,Azerbaijan,Cosmetics
Europe,Slovakia,Baby Food
Central America and the Caribbean,Saint Lucia,Vegetables
Central America and the Caribbean,Jamaica,Personal Care
Sub-Saharan Africa,Mauritania,Office Supplies
Europe,Slovenia,Fruits
Europe,Estonia,Meat
Sub-Saharan Africa,Uganda,Meat
Asia,Vietnam,Office Supplies
Sub-Saharan Africa,Togo,Office Supplies
Europe,Lithuania,Household
Sub-Saharan Africa,Liberia,Baby Food
Central America and the Caribbean,The Bahamas,Office Supplies
Asia,Tajikistan,Clothes
Middle East and North Africa,Yemen,Snacks
Sub-Saharan Africa,Cameroon,Fruits
Europe,Portugal,Household
North America,United States of America,Meat
Europe,Croatia,Office Supplies
Asia,Bhutan,Meat
Middle East and North Africa,Turkey,Vegetables
Central America and the Caribbean,Grenada,Beverages
Australia and Oceania,Palau,Meat
Middle East and North Africa,Afghanistan,Cereal
Europe,Georgia,Household
Sub-Saharan Africa,Burundi,Cereal
Central America and the Caribbean,Haiti,Vegetables
Europe,United Kingdom,Baby Food
Middle East and North Africa,Bahrain,Snacks
Middle East and North Africa,Kuwait,Vegetables
Sub-Saharan Africa,Burkina Faso,Cosmetics
Europe,Vatican City,Personal Care
Asia,Mongolia,Cereal
Central America and the Caribbean,Antigua and Barbuda ,Beverages
Central America and the Caribbean,Antigua and Barbuda ,Cosmetics
Central America and the Caribbean,Cuba,Cereal
Europe,United Kingdom,Clothes
Middle East and North Africa,Algeria,Beverages
Central America and the Caribbean,Trinidad and Tobago,Household
Asia,Mongolia,Household
Sub-Saharan Africa,Sudan,Snacks
Europe,Lithuania,Personal Care
Europe,Italy,Clothes
Europe,Montenegro,Personal Care
Central America and the Caribbean,Cuba,Household
Sub-Saharan Africa,Democratic Republic of the Congo,Fruits
Middle East and North Africa,Algeria,Household
Asia,South Korea,Baby Food
Asia,Cambodia,Meat
Europe,Spain,Cereal
Europe,Germany,Household
Europe,Finland,Fruits
Central America and the Caribbean,El Salvador,Meat
Middle East and North Africa,Afghanistan,Cosmetics
Europe,Luxembourg,Baby Food
Sub-Saharan Africa,Chad,Office Supplies
Sub-Saharan Africa,Djibouti,Beverages
Asia,Malaysia,Beverages
Sub-Saharan Africa,Democratic Republic of the Congo,Snacks
North America,United States of America,Clothes
Sub-Saharan Africa,Mauritius ,Baby Food
Sub-Saharan Africa,Burundi,Meat
Sub-Saharan Africa,Cape Verde,Office Supplies
Europe,Andorra,Meat
Europe,Albania,Snacks
Europe,Italy,Cereal
Sub-Saharan Africa,Cote d'Ivoire,Beverages
Europe,Bosnia and Herzegovina,Beverages
Europe,Slovenia,Snacks
Central America and the Caribbean,Cuba,Snacks
Middle East and North Africa,Somalia,Personal Care
Asia,China,Cosmetics
Sub-Saharan Africa,Swaziland,Baby Food
Sub-Saharan Africa,Burundi,Cereal
Central America and the Caribbean,Nicaragua,Household
Sub-Saharan Africa,Sao Tome and Principe,Meat
Sub-Saharan Africa,South Africa,Clothes
Asia,Myanmar,Baby Food
Europe,Belgium,Vegetables
Middle East and North Africa,Jordan,Cereal
Sub-Saharan Africa,Nigeria,Cosmetics
Middle East and North Africa,Morocco,Snacks
Sub-Saharan Africa,Benin,Snacks
Europe,Norway,Fruits
Middle East and North Africa,Lebanon,Meat
Europe,Poland,Snacks
Asia,Turkmenistan,Vegetables
Asia,Indonesia,Cereal
Europe,Hungary,Baby Food
Middle East and North Africa,Qatar,Cereal
Asia,Philippines,Cosmetics
Europe,France,Snacks
Sub-Saharan Africa,Eritrea,Beverages
Australia and Oceania,Kiribati,Beverages
Australia and Oceania,Samoa ,Office Supplies
Sub-Saharan Africa,Madagascar,Clothes
Sub-Saharan Africa,Cote d'Ivoire,Office Supplies
Australia and Oceania,Solomon Islands,Meat
Middle East and North Africa,Egypt,Office Supplies
Sub-Saharan Africa,Liberia,Cereal
Sub-Saharan Africa,Djibouti,Household
Sub-Saharan Africa,Guinea-Bissau,Cereal
Asia,Myanmar,Vegetables
Sub-Saharan Africa,Djibouti,Baby Food
Middle East and North Africa,Bahrain,Baby Food
Sub-Saharan Africa,Democratic Republic of the Congo,Beverages
Asia,Turkmenistan,Vegetables
Asia,Indonesia,Clothes
Europe,Moldova ,Personal Care
Middle East and North Africa,Pakistan,Cereal
Sub-Saharan Africa,Republic of the Congo,Clothes
Asia,Nepal,Meat
Australia and Oceania,East Timor,Personal Care
Sub-Saharan Africa,Cape Verde,Baby Food
Middle East and North Africa,Somalia,Household
Europe,Cyprus,Meat
Asia,Maldives,Vegetables
North America,Canada,Household
Asia,Sri Lanka,Office Supplies
Asia,Thailand,Baby Food
Europe,Albania,Beverages
Middle East and North Africa,Afghanistan,Meat
Sub-Saharan Africa,Equatorial Guinea,Fruits
Sub-Saharan Africa,Zambia,Cosmetics
Australia and Oceania,East Timor,Household
Australia and Oceania,Nauru,Household
Europe,Vatican City,Fruits
Asia,Maldives,Fruits
Europe,Netherlands,Clothes
Europe,Finland,Fruits
Sub-Saharan Africa,South Sudan,Household
Asia,Kazakhstan,Meat
Middle East and North Africa,Saudi Arabia,Office Supplies
Sub-Saharan Africa,Djibouti,Household
Middle East and North Africa,Lebanon,Snacks
Middle East and North Africa,Libya,Cereal
Sub-Saharan Africa,Central African Republic,Clothes
Europe,United Kingdom,Baby Food
Sub-Saharan Africa,Uganda,Snacks
Australia and Oceania,Samoa ,Fruits
Middle East and North Africa,Syria,Cosmetics
Asia,Tajikistan,Meat
Europe,Latvia,Beverages
Sub-Saharan Africa,The Gambia,Cosmetics
Europe,Armenia,Snacks
Australia and Oceania,Kiribati,Office Supplies
Asia,Maldives,Office Supplies
Australia and Oceania,New Zealand,Cereal
Middle East and North Africa,Morocco,Beverages
Europe,Iceland,Beverages
Europe,Germany,Vegetables
Australia and Oceania,Solomon Islands,Fruits
Europe,Netherlands,Personal Care
Sub-Saharan Africa,Niger,Fruits
Central America and the Caribbean,Saint Lucia,Cereal
Middle East and North Africa,Somalia,Snacks
Europe,Ireland,Cosmetics
Sub-Saharan Africa,Djibouti,Household
Europe,Estonia,Snacks
Asia,Thailand,Cereal
Europe,Monaco,Snacks
Europe,Russia,Vegetables
Sub-Saharan Africa,Sao Tome and Principe,Clothes
Asia,Kyrgyzstan,Fruits
Asia,Bhutan,Snacks
Europe,Poland,Meat
Central America and the Caribbean,Cuba,Cosmetics
Europe,Norway,Meat
Europe,Sweden,Vegetables
Asia,Nepal,Vegetables
Australia and Oceania,Federated States of Micronesia,Cereal
Sub-Saharan Africa,Cameroon,Baby Food
Europe,Denmark,Household
Sub-Saharan Africa,Lesotho,Cosmetics
Europe,Finland,Beverages
Middle East and North Africa,Jordan,Cereal
Sub-Saharan Africa,Uganda,Snacks
Australia and Oceania,Federated States of Micronesia,Cereal
Middle East and North Africa,Israel,Snacks
Europe,Germany,Baby Food
Central America and the Caribbean,Honduras,Fruits
Australia and Oceania,Solomon Islands,Office Supplies
Sub-Saharan Africa,South Africa,Cereal
Central America and the Caribbean,Guatemala,Clothes
Sub-Saharan Africa,South Sudan,Cereal
Europe,Austria,Fruits
Sub-Saharan Africa,Mauritania,Snacks
Europe,Denmark,Clothes
Asia,Philippines,Meat
Europe,Armenia,Baby Food
Europe,Macedonia,Fruits
Australia and Oceania,Marshall Islands,Fruits
Sub-Saharan Africa,Cameroon,Snacks
Europe,Greece,Household
Asia,Myanmar,Household
Sub-Saharan Africa,Sao Tome and Principe,Fruits
Asia,Japan,Cosmetics
Australia and Oceania,Marshall Islands,Personal Care
Middle East and North Africa,Qatar,Fruits
Europe,Poland,Cosmetics
Central America and the Caribbean,Costa Rica,Clothes
Europe,Moldova ,Baby Food
Middle East and North Africa,Tunisia ,Cosmetics
Middle East and North Africa,Bahrain,Cosmetics
Sub-Saharan Africa,Cameroon,Snacks
Middle East and North Africa,Oman,Cereal
Central America and the Caribbean,The Bahamas,Clothes
Europe,Italy,Office Supplies
Sub-Saharan Africa,Lesotho,Household
Sub-Saharan Africa,Cote d'Ivoire,Cereal
Central America and the Caribbean,Antigua and Barbuda ,Cosmetics
Europe,Vatican City,Cosmetics
Europe,Armenia,Office Supplies
Europe,Georgia,Cosmetics
Central America and the Caribbean,Saint Vincent and the Grenadines,Personal Care
Australia and Oceania,Vanuatu,Personal Care
Central America and the Caribbean,Cuba,Vegetables
Europe,Sweden,Personal Care
Middle East and North Africa,Tunisia ,Fruits
Middle East and North Africa,Jordan,Cereal
Asia,Myanmar,Household
Central America and the Caribbean,El Salvador,Personal Care
Sub-Saharan Africa,Ghana,Meat
Europe,Vatican City,Household
Middle East and North Africa,Libya,Meat
Asia,China,Vegetables
Central America and the Caribbean,Dominican Republic,Vegetables
Europe,Liechtenstein,Personal Care
Europe,Finland,Fruits
Middle East and North Africa,Lebanon,Cereal
Asia,Vietnam,Cosmetics
Middle East and North Africa,Pakistan,Cosmetics
Sub-Saharan Africa,Zambia,Beverages
Europe,Vatican City,Baby Food
Sub-Saharan Africa,Mauritius ,Cereal
Europe,Lithuania,Meat
Europe,Bosnia and Herzegovina,Beverages
Europe,Luxembourg,Vegetables
Asia,Indonesia,Vegetables
Europe,Georgia,Beverages
Australia and Oceania,Kiribati,Vegetables
Middle East and North Africa,Yemen,Office Supplies
Middle East and North Africa,Jordan,Fruits
Europe,Portugal,Personal Care
Middle East and North Africa,Oman,Office Supplies
Europe,Slovakia,Fruits
Sub-Saharan Africa,Cape Verde,Beverages
Middle East and North Africa,Afghanistan,Clothes
North America,United States of America,Office Supplies
Europe,Slovakia,Fruits
Australia and Oceania,Nauru,Personal Care
Sub-Saharan Africa,Mauritius ,Personal Care
Europe,Estonia,Personal Care
Sub-Saharan Africa,Burkina Faso,Meat
Europe,Iceland,Meat
Sub-Saharan Africa,Sierra Leone,Vegetables
Australia and Oceania,Tuvalu,Cereal
Europe,Norway,Fruits
Europe,Germany,Snacks
Sub-Saharan Africa,Republic of the Congo,Fruits
Sub-Saharan Africa,Zambia,Cereal
Middle East and North Africa,Oman,Snacks
Europe,Croatia,Snacks
Sub-Saharan Africa,Ghana,Office Supplies
Europe,Switzerland,Beverages
Europe,Latvia,Fruits
Central America and the Caribbean,Trinidad and Tobago,Clothes
Europe,Luxembourg,Fruits
Middle East and North Africa,Israel,Clothes
Europe,Iceland,Beverages
Sub-Saharan Africa,Kenya,Clothes
Asia,Maldives,Snacks
Europe,Georgia,Clothes
Central America and the Caribbean,Costa Rica,Baby Food
Asia,Nepal,Cereal
Middle East and North Africa,Bahrain,Office Supplies
Europe,Macedonia,Cosmetics
Europe,Kosovo,Household
Asia,Bhutan,Baby Food
Asia,Laos,Cosmetics
Sub-Saharan Africa,Kenya,Vegetables
Middle East and North Africa,Somalia,Cosmetics
Australia and Oceania,Australia,Household
Middle East and North Africa,Libya,Office Supplies
Sub-Saharan Africa,Senegal,Vegetables
Europe,United Kingdom,Household
Middle East and North Africa,Tunisia ,Fruits
Australia and Oceania,Solomon Islands,Vegetables
Asia,Japan,Vegetables
Central America and the Caribbean,Saint Kitts and Nevis ,Meat
Europe,Latvia,Cereal
Sub-Saharan Africa,Madagascar,Cosmetics
Sub-Saharan Africa,Eritrea,Clothes
Asia,Bhutan,Snacks
Sub-Saharan Africa,The Gambia,Vegetables
Asia,Laos,Baby Food
Europe,Iceland,Household
Asia,China,Snacks
Sub-Saharan Africa,The Gambia,Fruits
Middle East and North Africa,Jordan,Fruits
Europe,Estonia,Vegetables
Asia,Singapore,Clothes
Sub-Saharan Africa,Lesotho,Baby Food
Central America and the Caribbean,Costa Rica,Beverages
Asia,Japan,Beverages
Central America and the Caribbean,Saint Lucia,Snacks
Middle East and North Africa,United Arab Emirates,Clothes
Central America and the Caribbean,Nicaragua,Office Supplies
Sub-Saharan Africa,Sudan,Clothes
Asia,Kyrgyzstan,Vegetables
Central America and the Caribbean,Cuba,Beverages
Sub-Saharan Africa,Gabon,Beverages
Europe,Armenia,Baby Food
Sub-Saharan Africa,Gabon,Vegetables
Middle East and North Africa,Azerbaijan,Meat
Europe,Greece,Personal Care
Central America and the Caribbean,Panama,Snacks
Asia,Turkmenistan,Cosmetics
Europe,Kosovo,Snacks
Sub-Saharan Africa,Senegal,Household
Europe,Georgia,Meat
Central America and the Caribbean,El Salvador,Cereal
Sub-Saharan Africa,Cape Verde,Cosmetics
Central America and the Caribbean,Saint Lucia,Vegetables
Sub-Saharan Africa,Nigeria,Fruits
Central America and the Caribbean,The Bahamas,Cosmetics
Europe,Romania,Household
Asia,Turkmenistan,Beverages
Europe,Sweden,Fruits
Europe,Malta,Household
Asia,Tajikistan,Meat
Sub-Saharan Africa,Cote d'Ivoire,Meat
Sub-Saharan Africa,Gabon,Clothes
Central America and the Caribbean,El Salvador,Beverages
Asia,Kyrgyzstan,Baby Food
Sub-Saharan Africa,Niger,Office Supplies
Australia and Oceania,Tonga,Baby Food
Europe,Slovakia,Cereal
Sub-Saharan Africa,Cape Verde,Fruits
Sub-Saharan Africa,Senegal,Snacks
Central America and the Caribbean,Haiti,Cosmetics
Europe,Spain,Vegetables
Europe,Malta,Personal Care
Middle East and North Africa,Libya,Beverages
Asia,Kazakhstan,Office Supplies
Asia,Indonesia,Beverages
Central America and the Caribbean,Trinidad and Tobago,Cosmetics
Europe,Armenia,Baby Food
Sub-Saharan Africa,Burundi,Cosmetics
Europe,Sweden,Baby Food
Sub-Saharan Africa,Malawi,Fruits
Europe,Spain,Fruits
Australia and Oceania,Fiji,Office Supplies
Europe,Croatia,Beverages
Middle East and North Africa,United Arab Emirates,Cereal
Middle East and North Africa,United Arab Emirates,Snacks
Middle East and North Africa,Libya,Meat
Sub-Saharan Africa,South Sudan,Clothes
Europe,Netherlands,Clothes
Australia and Oceania,Papua New Guinea,Cereal
Sub-Saharan Africa,Uganda,Personal Care
Central America and the Caribbean,Dominica,Snacks
Sub-Saharan Africa,Gabon,Personal Care
Asia,Indonesia,Cereal
Europe,Moldova ,Beverages
Sub-Saharan Africa,Senegal,Office Supplies
Central America and the Caribbean,Grenada,Clothes
Sub-Saharan Africa,Seychelles ,Cosmetics
Middle East and North Africa,Kuwait,Clothes
Asia,Myanmar,Personal Care
Europe,Kosovo,Meat
Sub-Saharan Africa,Senegal,Meat
Central America and the Caribbean,Haiti,Fruits
Sub-Saharan Africa,Central African Republic,Personal Care
North America,Canada,Cereal
Europe,Malta,Fruits
Asia,Maldives,Household
Asia,Mongolia,Household
Europe,Malta,Household
Australia and Oceania,Papua New Guinea,Clothes
Australia and Oceania,Vanuatu,Fruits
Central America and the Caribbean,Saint Vincent and the Grenadines,Cereal
Europe,Russia,Meat
Sub-Saharan Africa,Zambia,Cosmetics
Sub-Saharan Africa,Kenya,Cereal
Sub-Saharan Africa,Mali,Baby Food
Asia,Nepal,Clothes
Central America and the Caribbean,Saint Kitts and Nevis ,Household
Sub-Saharan Africa,Niger,Personal Care
Australia and Oceania,New Zealand,Household
Sub-Saharan Africa,Burundi,Household
Central America and the Caribbean,Belize,Meat
Central America and the Caribbean,Barbados,Clothes
Europe,Ukraine,Vegetables
Central America and the Caribbean,Trinidad and Tobago,Office Supplies
Asia,Singapore,Baby Food
Europe,Iceland,Baby Food
Sub-Saharan Africa,Sudan,Cosmetics
Europe,Lithuania,Vegetables
Central America and the Caribbean,Saint Vincent and the Grenadines,Cosmetics
Sub-Saharan Africa,Burkina Faso,Office Supplies
